sample_id,text
sub-01::stimulus_187,"The activated emotions are: awkwardness, empathic_pain, interest, sympathy."
sub-01::stimulus_188,"The activated emotions are: admiration, amusement, boredom, joy, nostalgia."
sub-01::stimulus_189,"The activated emotions are: amusement, anxiety, entrancement, fear, interest, joy, satisfaction, sympathy."
sub-01::stimulus_190,"The activated emotions are: anxiety, guilt."
sub-01::stimulus_191,"The activated emotions are: amusement, awe, fear, joy, nostalgia, sexual_desire."
sub-01::stimulus_192,"The activated emotions are: admiration, adoration, amusement, awe, fear, joy, nostalgia, sympathy."
sub-01::stimulus_193,"The activated emotions are: adoration, amusement, nostalgia, pride."
sub-01::stimulus_194,"The activated emotions are: adoration, amusement, awe, joy, nostalgia."
sub-01::stimulus_195,"The activated emotions are: anxiety, entrancement, guilt, interest, satisfaction, sympathy."
sub-01::stimulus_196,"The activated emotions are: aesthetic_appreciation, awe, craving, envy, joy, sympathy."
sub-01::stimulus_197,"The activated emotions are: anger, anxiety, disgust, empathic_pain, guilt, interest, satisfaction."
sub-01::stimulus_198,"The activated emotions are: admiration, aesthetic_appreciation, awe, calmness, envy."
sub-01::stimulus_199,"The activated emotions are: aesthetic_appreciation, amusement, awe, confusion, envy, joy, sexual_desire, sympathy."
sub-01::stimulus_200,"The activated emotions are: amusement, anxiety, empathic_pain, romance, sexual_desire, sympathy, shame."
sub-01::stimulus_201,"The activated emotions are: admiration, adoration, amusement, awe, boredom, pride, triumph."
sub-01::stimulus_202,"The activated emotions are: amusement, anxiety, confusion, fear."
sub-01::stimulus_203,"The activated emotions are: anxiety, boredom."
sub-01::stimulus_204,"The activated emotions are: adoration, nostalgia, pride, sadness."
sub-01::stimulus_205,"The activated emotions are: amusement, envy, joy."
sub-01::stimulus_206,"The activated emotions are: admiration, adoration, amusement, joy, nostalgia, relief, shame."
sub-01::stimulus_207,"The activated emotions are: admiration, adoration, awe, boredom, calmness, confusion, nostalgia."
sub-01::stimulus_208,"The activated emotions are: anxiety, disgust, entrancement, guilt, interest, satisfaction, triumph."
sub-01::stimulus_209,"The activated emotions are: amusement, anger, anxiety, confusion, contempt, disgust, empathic_pain, entrancement, joy, satisfaction."
sub-01::stimulus_210,"The activated emotions are: amusement, boredom, confusion, joy."
sub-01::stimulus_211,"The activated emotions are: amusement, entrancement, interest, sympathy, triumph."
sub-01::stimulus_212,"The activated emotions are: craving, empathic_pain."
sub-01::stimulus_213,"The activated emotions are: anger, empathic_pain, interest, satisfaction, triumph."
sub-01::stimulus_214,"The activated emotions are: amusement, empathic_pain, sympathy."
sub-01::stimulus_215,"The activated emotions are: adoration, amusement, awe, joy, nostalgia."
sub-01::stimulus_216,"The activated emotions are: anxiety, empathic_pain, entrancement, interest."
sub-01::stimulus_217,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy."
sub-01::stimulus_218,"The activated emotions are: anger, contempt, empathic_pain, guilt, interest, satisfaction, triumph."
sub-01::stimulus_219,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy."
sub-01::stimulus_220,"The activated emotions are: aesthetic_appreciation, awe, envy, joy."
sub-01::stimulus_221,"The activated emotions are: amusement, boredom, confusion, joy."
sub-01::stimulus_222,"The activated emotions are: amusement, awkwardness, guilt, interest."
sub-01::stimulus_223,"The activated emotions are: anxiety, empathic_pain, interest, joy."
sub-01::stimulus_224,"The activated emotions are: adoration, amusement, awe, joy, nostalgia, sympathy."
sub-01::stimulus_225,"The activated emotions are: anger, contempt, empathic_pain, horror, satisfaction."
sub-01::stimulus_226,"The activated emotions are: adoration, empathic_pain, interest, satisfaction, triumph."
sub-01::stimulus_227,"The activated emotions are: amusement, awkwardness, boredom."
sub-01::stimulus_228,"The activated emotions are: aesthetic_appreciation, amusement, awe, fear, sympathy."
sub-01::stimulus_229,"The activated emotions are: admiration, amusement, awe, joy, shame."
sub-01::stimulus_230,"The activated emotions are: aesthetic_appreciation, awe, envy, joy."
sub-01::stimulus_231,"The activated emotions are: amusement, anxiety, awe, fear, joy, romance, sympathy."
sub-01::stimulus_232,"The activated emotions are: amusement, awe, boredom, joy, sympathy."
sub-01::stimulus_233,"The activated emotions are: aesthetic_appreciation, envy, joy."
sub-01::stimulus_234,"The activated emotions are: anxiety, guilt, interest."
sub-01::stimulus_235,The activated emotions are: empathic_pain.
sub-01::stimulus_236,"The activated emotions are: anxiety, confusion, empathic_pain, guilt, interest, satisfaction, triumph."
sub-01::stimulus_237,"The activated emotions are: amusement, joy, nostalgia."
sub-01::stimulus_238,"The activated emotions are: anger, guilt, interest, satisfaction, sympathy, triumph."
sub-01::stimulus_239,"The activated emotions are: admiration, awe, guilt, nostalgia, shame."
sub-01::stimulus_240,"The activated emotions are: anger, confusion, empathic_pain, guilt, interest, satisfaction, sympathy."
sub-01::stimulus_241,"The activated emotions are: adoration, amusement, awe, nostalgia, triumph."
sub-01::stimulus_242,"The activated emotions are: fear, sadness, surprise."
sub-01::stimulus_243,"The activated emotions are: empathic_pain, guilt, interest, sympathy."
sub-01::stimulus_244,"The activated emotions are: amusement, anger, empathic_pain, interest."
sub-01::stimulus_245,"The activated emotions are: adoration, amusement, fear, sexual_desire, shame."
sub-01::stimulus_246,"The activated emotions are: admiration, amusement, anxiety, awe, fear, joy, sexual_desire, sympathy, shame."
sub-01::stimulus_247,"The activated emotions are: amusement, awe, confusion, sympathy."
sub-01::stimulus_248,"The activated emotions are: aesthetic_appreciation, confusion, envy, joy."
sub-01::stimulus_249,"The activated emotions are: anxiety, fear, guilt, interest."
sub-01::stimulus_250,"The activated emotions are: aesthetic_appreciation, amusement, confusion, envy, joy, sympathy."
sub-01::stimulus_251,"The activated emotions are: aesthetic_appreciation, awe, envy, joy, sympathy."
sub-01::stimulus_252,"The activated emotions are: amusement, anger, anxiety, empathic_pain, entrancement, interest, satisfaction, sympathy."
sub-01::stimulus_253,"The activated emotions are: aesthetic_appreciation, amusement, awe, joy, sexual_desire, sympathy."
sub-01::stimulus_254,"The activated emotions are: amusement, guilt, interest, satisfaction, sympathy, triumph."
sub-01::stimulus_255,"The activated emotions are: adoration, aesthetic_appreciation, awe, boredom."
sub-01::stimulus_256,"The activated emotions are: adoration, amusement, fear, nostalgia."
sub-01::stimulus_257,"The activated emotions are: adoration, amusement, awe, empathic_pain, nostalgia, satisfaction, triumph."
sub-01::stimulus_258,"The activated emotions are: adoration, amusement, awe, nostalgia, sexual_desire, sympathy."
sub-01::stimulus_259,"The activated emotions are: anger, anxiety, empathic_pain, entrancement, fear, guilt, interest, satisfaction, sympathy."
sub-01::stimulus_260,"The activated emotions are: adoration, amusement, awe, nostalgia, sympathy."
sub-01::stimulus_261,"The activated emotions are: amusement, confusion, joy, sympathy."
sub-01::stimulus_262,"The activated emotions are: anxiety, awe, confusion, fear, guilt, interest, joy, triumph."
sub-01::stimulus_263,"The activated emotions are: amusement, boredom, nostalgia, pride."
sub-01::stimulus_264,"The activated emotions are: admiration, amusement, awe, fear, joy, sexual_desire, sympathy, shame."
sub-01::stimulus_265,"The activated emotions are: amusement, boredom, fear, sympathy, shame."
sub-01::stimulus_266,"The activated emotions are: anxiety, empathic_pain, guilt, interest."
sub-01::stimulus_267,"The activated emotions are: boredom, calmness, excitement, fear, nostalgia, sadness."
sub-01::stimulus_268,"The activated emotions are: boredom, empathic_pain, sadness, surprise."
sub-01::stimulus_269,"The activated emotions are: amusement, anxiety, envy, fear, guilt, interest, romance, sympathy."
sub-01::stimulus_270,"The activated emotions are: amusement, entrancement, sympathy."
sub-01::stimulus_271,"The activated emotions are: empathic_pain, interest, sympathy."
sub-01::stimulus_272,"The activated emotions are: amusement, awkwardness, confusion, interest, sympathy."
sub-01::stimulus_273,"The activated emotions are: admiration, adoration, amusement, awe, nostalgia."
sub-01::stimulus_274,"The activated emotions are: adoration, awe, nostalgia."
sub-01::stimulus_275,"The activated emotions are: aesthetic_appreciation, amusement, fear, joy, sympathy."
sub-01::stimulus_276,"The activated emotions are: nostalgia, satisfaction, triumph."
sub-01::stimulus_277,"The activated emotions are: adoration, amusement, awe, nostalgia, sadness."
sub-01::stimulus_278,"The activated emotions are: anxiety, awkwardness, confusion, entrancement, guilt, interest, satisfaction."
sub-01::stimulus_279,"The activated emotions are: anxiety, confusion, guilt, interest, satisfaction."
sub-01::stimulus_280,"The activated emotions are: aesthetic_appreciation, awe, fear, joy, shame."
sub-01::stimulus_281,"The activated emotions are: adoration, amusement, nostalgia, sympathy."
sub-01::stimulus_282,"The activated emotions are: amusement, joy, sexual_desire, sympathy, shame."
sub-01::stimulus_283,"The activated emotions are: amusement, anxiety, awe, awkwardness, sadness, sympathy, triumph."
sub-01::stimulus_284,"The activated emotions are: craving, joy."
sub-01::stimulus_285,"The activated emotions are: amusement, awkwardness, nostalgia."
sub-01::stimulus_286,"The activated emotions are: admiration, adoration, amusement, awe, nostalgia."
sub-01::stimulus_287,"The activated emotions are: aesthetic_appreciation, confusion, envy, joy."
sub-01::stimulus_288,"The activated emotions are: amusement, anger, awkwardness, confusion, disgust, empathic_pain."
sub-01::stimulus_289,"The activated emotions are: aesthetic_appreciation, awe, calmness, envy, joy, sexual_desire."
sub-01::stimulus_290,"The activated emotions are: amusement, boredom."
sub-01::stimulus_291,"The activated emotions are: amusement, awe, joy."
sub-01::stimulus_292,"The activated emotions are: adoration, amusement, awe, nostalgia."
sub-01::stimulus_293,"The activated emotions are: fear, joy, sexual_desire, shame."
sub-01::stimulus_294,"The activated emotions are: amusement, boredom, fear, sympathy."
sub-01::stimulus_295,"The activated emotions are: aesthetic_appreciation, amusement, confusion, joy, sympathy."
sub-01::stimulus_296,"The activated emotions are: amusement, awe, joy."
sub-01::stimulus_297,"The activated emotions are: amusement, awe, nostalgia, relief, sympathy, shame."
sub-01::stimulus_298,"The activated emotions are: admiration, fear, joy, shame."
sub-01::stimulus_299,"The activated emotions are: anxiety, entrancement, interest, satisfaction, triumph."
sub-01::stimulus_300,"The activated emotions are: entrancement, nostalgia, satisfaction, triumph."
sub-01::stimulus_301,"The activated emotions are: amusement, nostalgia, pride."
